recordid,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
2288,166,9,1,18,2,7,16,1,2,16,8,149,1,0.17,0,28,2,8.51,19.15,19.15,19.15,19.15,14.89,1,8,5,6,3,7,8,7,7,2,26,Business,8,,,,6,1,9,Washington DC Metro Region,"20,817","80,006.00",5,5,2,Finance,7,5,5,9,4,4,2,5,1,3,9,1,5,8,7,10,1,7,6,NA,27.78,19.44,19.44,27.78,2.78,2.78,10,8,8,8,6,7,21.74,15.22,15.22,15.22,17.39,15.22,7,7,7,7,7,NA,NA,NA,NA,NA,1,7,7,7,7,NA,NA,7,4,0,1,22.22,22.22,22.22,22.22,5.56,5.56,6,6,6,6,6,2,3,2,NA,NA,NA,NA,NA,NA,25,20,20,25,5,5,10,7,5,8,5,7,19.15,19.15,14.89,14.89,21.28,10.64,7,7,7,7,5,NA,NA,NA,NA,NA,1,0,1,1,NA,16.67,16.67,16.67,16.67,16.67,16.67,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,NA,7,7,7,7,7,NA,NA,NA,NA,NA
2293,166,9,1,18,2,7,16,15,2,14,13,154,1,0.52,0,27,2,15.38,17.31,17.31,17.31,17.31,15.38,1,9,9,9,9,9,7,8,5,1,26,Business,8,,,,6,1,9,Washington DC Metro Region,"20,817","80,006.00",5,5,2,Finance,7,5,5,9,4,4,2,5,1,3,9,1,5,8,7,10,1,7,6,NA,27.78,19.44,19.44,27.78,2.78,2.78,10,8,8,8,6,7,21.74,15.22,15.22,15.22,17.39,15.22,7,7,7,7,7,NA,NA,NA,NA,NA,1,7,7,7,7,NA,NA,7,5,1,1,22.22,22.22,22.22,22.22,5.56,5.56,6,6,6,6,6,2,3,2,NA,NA,NA,NA,NA,NA,25,20,20,25,5,5,10,7,5,8,5,7,19.15,19.15,14.89,14.89,21.28,10.64,7,7,7,7,5,NA,NA,NA,NA,NA,1,0,1,1,NA,16.67,16.67,16.67,16.67,16.67,16.67,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,7,7,NA,7,7,7,7,7,NA,NA,NA,NA,NA
2297,167,10,1,20,2,7,16,9,10,16,1,142,1,-0.63,1,24,2,14.29,14.29,21.43,21.43,19.05,9.52,1,8,8,8,8,8,8,8,8,2,23,biology,10,,,,2,1,1,colorado,"80,005","47,572.00",2,6,2,professor,2,9,9,8,6,8,8,9,2,5,6,5,6,8,6,7,3,2,3,NA,18.6,13.95,18.6,16.28,16.28,16.28,9,5,6,8,5,5,13.64,18.18,20.45,13.64,15.91,18.18,6,7,7,7,5,NA,NA,NA,NA,NA,1,7,6,7,6,4,4,6,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,NA,NA,NA,NA,NA,NA,19.05,14.29,19.05,16.67,16.67,14.29,9,5,6,8,7,8,13.64,18.18,20.45,15.91,13.64,18.18,6,5,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2305,167,10,1,20,2,7,16,8,10,15,9,150,1,0.39,1,31,2,12,20,20,20,14,14,1,7,7,8,8,8,8,7,5,2,23,biology,10,,,,2,1,1,colorado,"80,005","47,572.00",2,6,2,professor,2,9,9,8,6,8,8,9,2,5,6,5,6,8,6,7,3,2,3,NA,18.6,13.95,18.6,16.28,16.28,16.28,9,5,6,8,5,5,13.64,18.18,20.45,13.64,15.91,18.18,6,7,7,7,5,NA,NA,NA,NA,NA,1,7,5,6,7,5,4,6,5,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,NA,NA,NA,NA,NA,NA,19.05,14.29,19.05,16.67,16.67,14.29,9,5,6,8,7,8,13.64,18.18,20.45,15.91,13.64,18.18,6,5,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2307,167,10,1,20,2,7,16,12,10,3,11,152,1,-0.17,0,27,4,14,20,20,14,18,14,1,7,9,8,8,8,7,NA,8,2,23,biology,10,,,,2,1,1,colorado,"80,005","47,572.00",2,6,2,professor,2,9,9,8,6,8,8,9,2,5,6,5,6,8,6,7,3,2,3,NA,18.6,13.95,18.6,16.28,16.28,16.28,9,5,6,8,5,5,13.64,18.18,20.45,13.64,15.91,18.18,6,7,7,7,5,NA,NA,NA,NA,NA,1,7,8,8,6,5,3,7,5,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,3,NA,NA,NA,NA,NA,NA,19.05,14.29,19.05,16.67,16.67,14.29,9,5,6,8,7,8,13.64,18.18,20.45,15.91,13.64,18.18,6,5,6,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2313,168,11,1,22,2,7,16,9,15,11,1,142,1,-0.5,0,24,2,14.29,14.29,21.43,21.43,19.05,9.52,1,6,9,9,10,9,10,10,10,2,23,Cell Biology,10,,,,4,1,1,"Berkeley, CA","90,031","22,439.00",1,4,2,TBA,10,5,5,3,5,5,5,5,3,3,5,3,5,5,5,3,3,3,5,NA,11.11,17.78,17.78,17.78,17.78,17.78,8,8,8,8,8,8,16.67,16.67,16.67,16.67,16.67,16.67,5,5,5,5,5,NA,NA,NA,NA,NA,1,8,8,7,7,7,8,8,9,0,5,15.56,17.78,17.78,17.78,13.33,17.78,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2329,169,12,1,24,2,7,16,9,5,5,1,142,1,-0.59,1,24,2,14.29,14.29,21.43,21.43,19.05,9.52,1,10,10,10,10,10,10,10,9,2,28,Microbiology,10,,,,2,2,3,"Buffalo, NY","14,227","31,383.00",2,6,2,"Research scientist, professor",2,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,NA,17.78,20,17.78,15.56,15.56,13.33,10,6,7,9,6,9,20,15.56,17.78,17.78,15.56,13.33,7,9,7,8,7,NA,NA,NA,NA,NA,1,8,8,9,8,7,8,8,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,18.75,18.75,16.67,16.67,14.58,14.58,9,7,7,9,6,7,18.75,18.75,16.67,16.67,14.58,14.58,8,9,8,7,7,NA,NA,NA,NA,NA,1,0,0,NA,NA,16.33,18.37,18.37,16.33,16.33,14.29,NA,NA,NA,NA,NA,NA,10,7,7,8,7,7,9,9,9,9,8,NA,8,9,8,7,7,NA,NA,NA,NA,NA
2334,169,12,1,24,2,7,16,3,5,15,6,147,1,0.37,0,26,4,18,18,20,18,16,10,1,8,7,8,7,7,5,7,6,2,28,Microbiology,10,,,,2,2,3,"Buffalo, NY","14,227","31,383.00",2,6,2,"Research scientist, professor",2,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,NA,17.78,20,17.78,15.56,15.56,13.33,10,6,7,9,6,9,20,15.56,17.78,17.78,15.56,13.33,7,9,7,8,7,NA,NA,NA,NA,NA,1,10,8,8,9,8,NA,9,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,18.75,18.75,16.67,16.67,14.58,14.58,9,7,7,9,6,7,18.75,18.75,16.67,16.67,14.58,14.58,8,9,8,7,7,NA,NA,NA,NA,NA,1,0,0,NA,NA,16.33,18.37,18.37,16.33,16.33,14.29,NA,NA,NA,NA,NA,NA,10,7,7,8,7,7,9,9,9,9,8,NA,8,9,8,7,7,NA,NA,NA,NA,NA
2335,169,12,1,24,2,7,16,2,5,14,7,148,1,0.08,0,27,4,15.09,16.98,16.98,18.87,18.87,13.21,1,8,8,8,5,5,2,6,3,2,28,Microbiology,10,,,,2,2,3,"Buffalo, NY","14,227","31,383.00",2,6,2,"Research scientist, professor",2,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,NA,17.78,20,17.78,15.56,15.56,13.33,10,6,7,9,6,9,20,15.56,17.78,17.78,15.56,13.33,7,9,7,8,7,NA,NA,NA,NA,NA,1,9,9,9,NA,9,NA,9,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,18.75,18.75,16.67,16.67,14.58,14.58,9,7,7,9,6,7,18.75,18.75,16.67,16.67,14.58,14.58,8,9,8,7,7,NA,NA,NA,NA,NA,1,0,0,NA,NA,16.33,18.37,18.37,16.33,16.33,14.29,NA,NA,NA,NA,NA,NA,10,7,7,8,7,7,9,9,9,9,8,NA,8,9,8,7,7,NA,NA,NA,NA,NA
2341,169,12,1,24,2,7,16,15,5,11,13,154,1,0.6,1,27,2,15.38,17.31,17.31,17.31,17.31,15.38,1,9,9,9,9,8,9,8,6,2,28,Microbiology,10,,,,2,2,3,"Buffalo, NY","14,227","31,383.00",2,6,2,"Research scientist, professor",2,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,NA,17.78,20,17.78,15.56,15.56,13.33,10,6,7,9,6,9,20,15.56,17.78,17.78,15.56,13.33,7,9,7,8,7,NA,NA,NA,NA,NA,1,10,9,9,9,9,10,10,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,18.75,18.75,16.67,16.67,14.58,14.58,9,7,7,9,6,7,18.75,18.75,16.67,16.67,14.58,14.58,8,9,8,7,7,NA,NA,NA,NA,NA,1,0,0,NA,NA,16.33,18.37,18.37,16.33,16.33,14.29,NA,NA,NA,NA,NA,NA,10,7,7,8,7,7,9,9,9,9,8,NA,8,9,8,7,7,NA,NA,NA,NA,NA
2344,169,12,1,24,2,7,16,16,5,12,16,157,1,0.61,0,28,4,14.29,16.33,16.33,18.37,18.37,16.33,1,8,7,7,8,7,8,7,6,2,28,Microbiology,10,,,,2,2,3,"Buffalo, NY","14,227","31,383.00",2,6,2,"Research scientist, professor",2,10,7,8,9,9,7,7,1,6,4,2,7,6,8,8,4,4,6,NA,17.78,20,17.78,15.56,15.56,13.33,10,6,7,9,6,9,20,15.56,17.78,17.78,15.56,13.33,7,9,7,8,7,NA,NA,NA,NA,NA,1,10,8,8,9,9,8,9,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,18.75,18.75,16.67,16.67,14.58,14.58,9,7,7,9,6,7,18.75,18.75,16.67,16.67,14.58,14.58,8,9,8,7,7,NA,NA,NA,NA,NA,1,0,0,NA,NA,16.33,18.37,18.37,16.33,16.33,14.29,NA,NA,NA,NA,NA,NA,10,7,7,8,7,7,9,9,9,9,8,NA,8,9,8,7,7,NA,NA,NA,NA,NA
2361,171,14,1,28,2,7,16,9,1,9,1,142,1,-0.36,1,24,2,14.29,14.29,21.43,21.43,19.05,9.52,1,4,10,9,5,6,2,7,10,2,29,Finance,8,,,,2,1,1,France,"75,015",,1,4,2,Finance,7,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,NA,19.57,10.87,19.57,19.57,19.57,10.87,9,8,8,8,8,5,15.22,15.22,19.57,19.57,19.57,10.87,10,10,10,10,10,NA,NA,NA,NA,NA,1,7,8,9,9,8,7,7,7,0,NA,23.81,11.9,19.05,21.43,16.67,7.14,10,10,10,10,10,7,1,3,NA,NA,NA,NA,NA,NA,20.41,12.24,16.33,18.37,14.29,18.37,9,7,8,9,9,7,15.38,15.38,17.31,17.31,19.23,15.38,10,10,10,10,10,NA,NA,NA,NA,NA,4,2,1,2,NA,18.75,14.58,16.67,18.75,14.58,16.67,NA,NA,NA,NA,NA,NA,8,7,8,7,9,9,8,8,8,8,9,NA,12,12,12,12,12,NA,NA,NA,NA,NA
2368,171,14,1,28,2,7,16,1,1,1,8,149,1,0.52,1,28,2,8.51,19.15,19.15,19.15,19.15,14.89,1,6,8,8,6,7,NA,7,6,2,29,Finance,8,,,,2,1,1,France,"75,015",,1,4,2,Finance,7,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,NA,19.57,10.87,19.57,19.57,19.57,10.87,9,8,8,8,8,5,15.22,15.22,19.57,19.57,19.57,10.87,10,10,10,10,10,NA,NA,NA,NA,NA,1,8,7,8,6,9,10,9,8,0,NA,23.81,11.9,19.05,21.43,16.67,7.14,10,10,10,10,10,7,1,3,NA,NA,NA,NA,NA,NA,20.41,12.24,16.33,18.37,14.29,18.37,9,7,8,9,9,7,15.38,15.38,17.31,17.31,19.23,15.38,10,10,10,10,10,NA,NA,NA,NA,NA,4,2,1,2,NA,18.75,14.58,16.67,18.75,14.58,16.67,NA,NA,NA,NA,NA,NA,8,7,8,7,9,9,8,8,8,8,9,NA,12,12,12,12,12,NA,NA,NA,NA,NA
2372,171,14,1,28,2,7,16,11,1,11,12,153,1,0.78,0,28,4,9.76,19.51,19.51,14.63,19.51,17.07,1,6,6,7,7,7,NA,5,5,2,29,Finance,8,,,,2,1,1,France,"75,015",,1,4,2,Finance,7,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,NA,19.57,10.87,19.57,19.57,19.57,10.87,9,8,8,8,8,5,15.22,15.22,19.57,19.57,19.57,10.87,10,10,10,10,10,NA,NA,NA,NA,NA,1,6,8,8,6,7,4,6,7,0,NA,23.81,11.9,19.05,21.43,16.67,7.14,10,10,10,10,10,7,1,3,NA,NA,NA,NA,NA,NA,20.41,12.24,16.33,18.37,14.29,18.37,9,7,8,9,9,7,15.38,15.38,17.31,17.31,19.23,15.38,10,10,10,10,10,NA,NA,NA,NA,NA,4,2,1,2,NA,18.75,14.58,16.67,18.75,14.58,16.67,NA,NA,NA,NA,NA,NA,8,7,8,7,9,9,8,8,8,8,9,NA,12,12,12,12,12,NA,NA,NA,NA,NA
2373,171,14,1,28,2,7,16,15,1,15,13,154,1,0.53,1,27,2,15.38,17.31,17.31,17.31,17.31,15.38,1,8,9,9,8,8,8,8,5,2,29,Finance,8,,,,2,1,1,France,"75,015",,1,4,2,Finance,7,8,2,8,8,5,5,5,2,8,9,6,6,9,4,9,7,1,8,NA,19.57,10.87,19.57,19.57,19.57,10.87,9,8,8,8,8,5,15.22,15.22,19.57,19.57,19.57,10.87,10,10,10,10,10,NA,NA,NA,NA,NA,1,9,7,8,8,10,5,8,9,0,NA,23.81,11.9,19.05,21.43,16.67,7.14,10,10,10,10,10,7,1,3,NA,NA,NA,NA,NA,NA,20.41,12.24,16.33,18.37,14.29,18.37,9,7,8,9,9,7,15.38,15.38,17.31,17.31,19.23,15.38,10,10,10,10,10,NA,NA,NA,NA,NA,4,2,1,2,NA,18.75,14.58,16.67,18.75,14.58,16.67,NA,NA,NA,NA,NA,NA,8,7,8,7,9,9,8,8,8,8,9,NA,12,12,12,12,12,NA,NA,NA,NA,NA
2377,172,15,1,30,2,7,16,9,13,13,1,142,1,0.04,1,24,2,14.29,14.29,21.43,21.43,19.05,9.52,1,8,7,8,8,8,8,8,8,2,27,Business,8,,,,2,5,7,"London, England",,,1,3,1,Management Consulting,7,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,NA,17.78,17.78,22.22,20,15.56,6.67,9,6,4,5,3,5,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,NA,NA,NA,NA,NA,1,8,7,6,7,7,6,6,6,0,NA,20.93,18.6,23.26,16.28,11.63,9.3,6,7,7,9,8,5,1,2,NA,NA,NA,NA,NA,NA,21.43,16.67,23.81,19.05,11.9,7.14,10,3,4,7,2,5,20.45,13.64,18.18,18.18,15.91,13.64,6,5,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2382,172,15,1,30,2,7,16,3,13,7,6,147,1,0.01,0,26,4,18,18,20,18,16,10,1,8,10,10,10,8,8,10,10,1,27,Business,8,,,,2,5,7,"London, England",,,1,3,1,Management Consulting,7,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,NA,17.78,17.78,22.22,20,15.56,6.67,9,6,4,5,3,5,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,NA,NA,NA,NA,NA,1,8,4,NA,7,8,6,8,5,1,NA,20.93,18.6,23.26,16.28,11.63,9.3,6,7,7,9,8,5,1,2,NA,NA,NA,NA,NA,NA,21.43,16.67,23.81,19.05,11.9,7.14,10,3,4,7,2,5,20.45,13.64,18.18,18.18,15.91,13.64,6,5,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2384,172,15,1,30,2,7,16,1,13,5,8,149,1,-0.09,1,28,2,8.51,19.15,19.15,19.15,19.15,14.89,1,7,7,7,6,6,6,7,NA,2,27,Business,8,,,,2,5,7,"London, England",,,1,3,1,Management Consulting,7,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,NA,17.78,17.78,22.22,20,15.56,6.67,9,6,4,5,3,5,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,NA,NA,NA,NA,NA,1,6,4,7,5,6,7,6,6,0,NA,20.93,18.6,23.26,16.28,11.63,9.3,6,7,7,9,8,5,1,2,NA,NA,NA,NA,NA,NA,21.43,16.67,23.81,19.05,11.9,7.14,10,3,4,7,2,5,20.45,13.64,18.18,18.18,15.91,13.64,6,5,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2389,172,15,1,30,2,7,16,15,13,3,13,154,1,0.28,1,27,2,15.38,17.31,17.31,17.31,17.31,15.38,1,9,10,10,10,10,8,8,3,1,27,Business,8,,,,2,5,7,"London, England",,,1,3,1,Management Consulting,7,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,NA,17.78,17.78,22.22,20,15.56,6.67,9,6,4,5,3,5,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,NA,NA,NA,NA,NA,1,7,8,8,5,6,6,6,5,1,NA,20.93,18.6,23.26,16.28,11.63,9.3,6,7,7,9,8,5,1,2,NA,NA,NA,NA,NA,NA,21.43,16.67,23.81,19.05,11.9,7.14,10,3,4,7,2,5,20.45,13.64,18.18,18.18,15.91,13.64,6,5,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2391,172,15,1,30,2,7,16,7,13,11,15,156,1,-0.08,0,30,1,14,18,16,18,18,16,1,5,9,10,8,10,7,8,8,2,27,Business,8,,,,2,5,7,"London, England",,,1,3,1,Management Consulting,7,7,8,7,8,4,5,5,6,8,7,4,6,8,8,7,6,3,5,NA,17.78,17.78,22.22,20,15.56,6.67,9,6,4,5,3,5,17.39,17.39,19.57,17.39,17.39,10.87,5,6,9,8,9,NA,NA,NA,NA,NA,1,6,8,7,7,8,7,7,6,0,NA,20.93,18.6,23.26,16.28,11.63,9.3,6,7,7,9,8,5,1,2,NA,NA,NA,NA,NA,NA,21.43,16.67,23.81,19.05,11.9,7.14,10,3,4,7,2,5,20.45,13.64,18.18,18.18,15.91,13.64,6,5,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2393,173,16,1,32,2,7,16,9,16,10,1,142,1,-0.21,1,24,2,14.29,14.29,21.43,21.43,19.05,9.52,1,6,4,8,9,9,9,8,7,2,22,math,2,,,,2,5,7,NJ,"8,536",,1,4,1,professor,2,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,NA,18.37,18.37,20.41,20.41,16.33,6.12,8,7,6,8,7,5,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,NA,NA,NA,NA,NA,1,8,7,7,7,5,5,7,5,0,5,17.02,17.02,17.02,17.02,17.02,14.89,7,8,9,8,8,6,3,3,NA,NA,NA,NA,NA,NA,17.78,17.78,17.78,20,15.56,11.11,8,7,6,8,6,6,12.77,19.15,17.02,19.15,17.02,14.89,7,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2400,173,16,1,32,2,7,16,1,16,2,8,149,1,0.15,1,28,2,8.51,19.15,19.15,19.15,19.15,14.89,1,5,8,8,7,4,NA,6,5,2,22,math,2,,,,2,5,7,NJ,"8,536",,1,4,1,professor,2,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,NA,18.37,18.37,20.41,20.41,16.33,6.12,8,7,6,8,7,5,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,NA,NA,NA,NA,NA,1,8,8,8,8,7,8,8,6,0,5,17.02,17.02,17.02,17.02,17.02,14.89,7,8,9,8,8,6,3,3,NA,NA,NA,NA,NA,NA,17.78,17.78,17.78,20,15.56,11.11,8,7,6,8,6,6,12.77,19.15,17.02,19.15,17.02,14.89,7,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2402,173,16,1,32,2,7,16,6,16,7,10,151,1,0.09,1,28,2,14.55,16.36,18.18,18.18,16.36,16.36,1,8,7,8,9,6,10,9,9,2,22,math,2,,,,2,5,7,NJ,"8,536",,1,4,1,professor,2,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,NA,18.37,18.37,20.41,20.41,16.33,6.12,8,7,6,8,7,5,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,NA,NA,NA,NA,NA,1,9,8,7,8,7,7,8,6,0,5,17.02,17.02,17.02,17.02,17.02,14.89,7,8,9,8,8,6,3,3,NA,NA,NA,NA,NA,NA,17.78,17.78,17.78,20,15.56,11.11,8,7,6,8,6,6,12.77,19.15,17.02,19.15,17.02,14.89,7,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2405,173,16,1,32,2,7,16,15,16,16,13,154,1,0.54,1,27,2,15.38,17.31,17.31,17.31,17.31,15.38,1,9,9,10,9,9,7,8,5,2,22,math,2,,,,2,5,7,NJ,"8,536",,1,4,1,professor,2,10,8,9,6,5,6,7,4,8,7,4,5,6,9,10,3,6,3,NA,18.37,18.37,20.41,20.41,16.33,6.12,8,7,6,8,7,5,14.58,18.75,18.75,20.83,16.67,10.42,7,9,9,9,9,NA,NA,NA,NA,NA,1,6,7,6,7,6,6,7,4,0,5,17.02,17.02,17.02,17.02,17.02,14.89,7,8,9,8,8,6,3,3,NA,NA,NA,NA,NA,NA,17.78,17.78,17.78,20,15.56,11.11,8,7,6,8,6,6,12.77,19.15,17.02,19.15,17.02,14.89,7,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
