"","recordid","iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field","field_cd","undergra","mn_sat","tuition","race","imprace","imprelig","from","zipcode","income","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","attr1_s","sinc1_s","intel1_s","fun1_s","amb1_s","shar1_s","attr3_s","sinc3_s","intel3_s","fun3_s","amb3_s","satis_2","length","numdat_2","attr7_2","sinc7_2","intel7_2","fun7_2","amb7_2","shar7_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr4_2","sinc4_2","intel4_2","fun4_2","amb4_2","shar4_2","attr2_2","sinc2_2","intel2_2","fun2_2","amb2_2","shar2_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","attr5_2","sinc5_2","intel5_2","fun5_2","amb5_2","you_call","them_cal","date_3","numdat_3","num_in_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr7_3","sinc7_3","intel7_3","fun7_3","amb7_3","shar7_3","attr4_3","sinc4_3","intel4_3","fun4_3","amb4_3","shar4_3","attr2_3","sinc2_3","intel2_3","fun2_3","amb2_3","shar2_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3","attr5_3","sinc5_3","intel5_3","fun5_3","amb5_3"
"1488",1818,129,8,1,15,1,5,10,9,NA,10,2,113,0,0.32,1,21,2,15,15,25,25,15,5,0,6,9,7,8,7,9,9,8,2,NA,"Economics",8,"","","",2,1,1,"New Jersey","7,936","",3,3,3,"entrepeneur",7,7,4,7,9,4,5,9,2,6,9,4,4,7,6,6,4,6,10,10,40,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,40,21,10,10,10,10,8,8,8,8,8,NA,NA,NA,NA,NA,0,7,8,8,7,7,7,7,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,NA,NA,NA,NA,NA,NA,30,5,20,30,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489",1819,129,8,1,15,1,5,10,7,NA,8,3,114,0,0.26,0,20,1,20,20,20,20,10,10,0,5,6,5,4,6,3,5,5,2,NA,"Economics",8,"","","",2,1,1,"New Jersey","7,936","",3,3,3,"entrepeneur",7,7,4,7,9,4,5,9,2,6,9,4,4,7,6,6,4,6,10,10,40,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,40,21,10,10,10,10,8,8,8,8,8,NA,NA,NA,NA,NA,0,6,9,8,7,NA,NA,7,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,NA,NA,NA,NA,NA,NA,30,5,20,30,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1490",1820,129,8,1,15,1,5,10,1,NA,2,4,115,0,0.45,1,21,2,20,10,30,20,15,5,0,6,10,8,8,10,5,6,8,2,NA,"Economics",8,"","","",2,1,1,"New Jersey","7,936","",3,3,3,"entrepeneur",7,7,4,7,9,4,5,9,2,6,9,4,4,7,6,6,4,6,10,10,40,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,40,21,10,10,10,10,8,8,8,8,8,NA,NA,NA,NA,NA,1,8,8,8,7,6,10,7,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,NA,NA,NA,NA,NA,NA,30,5,20,30,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1491",1822,129,8,1,15,1,5,10,2,NA,3,6,117,0,-0.03,1,21,2,20,10,20,20,20,10,0,7,7,6,7,9,5,4,1,2,NA,"Economics",8,"","","",2,1,1,"New Jersey","7,936","",3,3,3,"entrepeneur",7,7,4,7,9,4,5,9,2,6,9,4,4,7,6,6,4,6,10,10,40,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,40,21,10,10,10,10,8,8,8,8,8,NA,NA,NA,NA,NA,1,8,9,10,9,5,9,8,8,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,NA,NA,NA,NA,NA,NA,30,5,20,30,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1492",1824,129,8,1,15,1,5,10,3,NA,4,11,120,0,0.36,0,20,3,10,10,35,35,8,2,0,5,7,2,2,4,2,4,8,2,NA,"Economics",8,"","","",2,1,1,"New Jersey","7,936","",3,3,3,"entrepeneur",7,7,4,7,9,4,5,9,2,6,9,4,4,7,6,6,4,6,10,10,40,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,40,21,10,10,10,10,8,8,8,8,8,NA,NA,NA,NA,NA,1,9,8,8,10,9,8,8,8,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,NA,NA,NA,NA,NA,NA,30,5,20,30,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1493",1825,129,8,1,15,1,5,10,10,NA,1,12,121,0,0.12,1,21,2,35,15,5,30,15,0,0,7,6,7,8,10,7,7,1,2,NA,"Economics",8,"","","",2,1,1,"New Jersey","7,936","",3,3,3,"entrepeneur",7,7,4,7,9,4,5,9,2,6,9,4,4,7,6,6,4,6,10,10,40,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,40,21,10,10,10,10,8,8,8,8,8,NA,NA,NA,NA,NA,1,7,8,10,6,5,6,7,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,NA,NA,NA,NA,NA,NA,30,5,20,30,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1494",1826,129,8,1,15,1,5,10,4,NA,5,7,NA,0,0.09,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Economics",8,"","","",2,1,1,"New Jersey","7,936","",3,3,3,"entrepeneur",7,7,4,7,9,4,5,9,2,6,9,4,4,7,6,6,4,6,10,10,40,20,20,20,NA,NA,NA,NA,NA,NA,NA,NA,40,21,10,10,10,10,8,8,8,8,8,NA,NA,NA,NA,NA,1,7,8,9,10,7,NA,7,7,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,NA,NA,NA,NA,NA,NA,30,5,20,30,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,8,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1495",1827,130,9,1,16,1,5,10,6,NA,4,1,112,0,0.19,0,20,6,15,15,20,25,10,15,1,8,8,8,8,8,8,7,5,2,20,"Engineering",5,"","","",4,4,1,"India, Holland","","",1,6,2,"don't know",10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,6,1,80,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,10,10,NA,NA,5,6,6,6,6,NA,NA,NA,NA,NA,0,5,5,5,2,1,2,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA,60,5,20,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1496",1828,130,9,1,16,1,5,10,9,NA,7,2,113,0,-0.11,0,21,2,15,15,25,25,15,5,1,9,9,8,6,5,5,7,7,2,20,"Engineering",5,"","","",4,4,1,"India, Holland","","",1,6,2,"don't know",10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,6,1,80,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,10,10,NA,NA,5,6,6,6,6,NA,NA,NA,NA,NA,0,3,3,5,6,1,1,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA,60,5,20,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1497",1829,130,9,1,16,1,5,10,7,NA,5,3,114,0,-0.06,0,20,1,20,20,20,20,10,10,1,7,8,7,5,6,6,7,6,2,20,"Engineering",5,"","","",4,4,1,"India, Holland","","",1,6,2,"don't know",10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,6,1,80,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,10,10,NA,NA,5,6,6,6,6,NA,NA,NA,NA,NA,0,1,1,6,2,5,1,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA,60,5,20,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1498",1830,130,9,1,16,1,5,10,1,NA,9,4,115,0,0.49,0,21,2,20,10,30,20,15,5,0,6,9,9,9,9,5,6,8,2,20,"Engineering",5,"","","",4,4,1,"India, Holland","","",1,6,2,"don't know",10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,6,1,80,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,10,10,NA,NA,5,6,6,6,6,NA,NA,NA,NA,NA,0,6,5,5,4,3,2,6,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA,60,5,20,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1499",1831,130,9,1,16,1,5,10,8,NA,6,5,116,0,-0.4,0,21,2,15,15,25,25,20,0,1,10,7,7,7,6,5,8,7,2,20,"Engineering",5,"","","",4,4,1,"India, Holland","","",1,6,2,"don't know",10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,6,1,80,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,10,10,NA,NA,5,6,6,6,6,NA,NA,NA,NA,NA,0,3,7,2,1,1,1,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA,60,5,20,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1500",1832,130,9,1,16,1,5,10,2,NA,10,6,117,0,0.11,0,21,2,20,10,20,20,20,10,0,5,10,8,5,8,4,6,1,2,20,"Engineering",5,"","","",4,4,1,"India, Holland","","",1,6,2,"don't know",10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,6,1,80,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,10,10,NA,NA,5,6,6,6,6,NA,NA,NA,NA,NA,0,6,6,6,3,8,2,6,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA,60,5,20,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501",1835,130,9,1,16,1,5,10,10,NA,8,12,121,0,-0.23,0,21,2,35,15,5,30,15,0,1,6,10,5,2,2,4,7,1,2,20,"Engineering",5,"","","",4,4,1,"India, Holland","","",1,6,2,"don't know",10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,6,1,80,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,10,10,NA,NA,5,6,6,6,6,NA,NA,NA,NA,NA,0,2,1,3,1,1,1,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA,60,5,20,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1502",1836,130,9,1,16,1,5,10,4,NA,2,7,NA,0,-0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Engineering",5,"","","",4,4,1,"India, Holland","","",1,6,2,"don't know",10,7,4,9,8,3,2,7,5,7,6,2,1,2,2,9,6,2,6,1,80,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,20,10,10,NA,NA,5,6,6,6,6,NA,NA,NA,NA,NA,0,1,5,5,4,3,1,3,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,NA,NA,NA,NA,NA,NA,60,5,20,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,7,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1503",1837,131,10,1,18,1,5,10,6,NA,6,1,112,0,0.35,0,20,6,15,15,20,25,10,15,0,2,7,6,2,5,1,2,5,2,19,"Computer Science",5,"","","",4,4,1,"New York","10,002","17,378.00",2,7,3,"Not Sure",10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,5,0,25,10,20,20,10,15,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,4,6,4,6,6,NA,NA,NA,NA,NA,0,5,5,5,5,5,5,5,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,40,20,20,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,NA
"1504",1838,131,10,1,18,1,5,10,9,NA,9,2,113,0,0.45,0,21,2,15,15,25,25,15,5,0,4,9,8,3,6,2,3,5,2,19,"Computer Science",5,"","","",4,4,1,"New York","10,002","17,378.00",2,7,3,"Not Sure",10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,5,0,25,10,20,20,10,15,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,4,6,4,6,6,NA,NA,NA,NA,NA,0,5,5,5,5,5,5,5,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,40,20,20,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,NA
"1505",1839,131,10,1,18,1,5,10,7,NA,7,3,114,0,0.13,0,20,1,20,20,20,20,10,10,0,5,6,4,5,3,3,5,6,2,19,"Computer Science",5,"","","",4,4,1,"New York","10,002","17,378.00",2,7,3,"Not Sure",10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,5,0,25,10,20,20,10,15,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,4,6,4,6,6,NA,NA,NA,NA,NA,0,5,5,5,5,5,5,5,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,40,20,20,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,NA
"1506",1840,131,10,1,18,1,5,10,1,NA,1,4,115,0,0.3,0,21,2,20,10,30,20,15,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"Computer Science",5,"","","",4,4,1,"New York","10,002","17,378.00",2,7,3,"Not Sure",10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,5,0,25,10,20,20,10,15,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,4,6,4,6,6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,40,20,20,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,NA
"1507",1841,131,10,1,18,1,5,10,8,NA,8,5,116,0,0.54,0,21,2,15,15,25,25,20,0,0,4,8,7,3,7,0,5,6,2,19,"Computer Science",5,"","","",4,4,1,"New York","10,002","17,378.00",2,7,3,"Not Sure",10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,5,0,25,10,20,20,10,15,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,4,6,4,6,6,NA,NA,NA,NA,NA,0,5,5,5,5,5,5,5,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,40,20,20,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,NA
"1508",1842,131,10,1,18,1,5,10,2,NA,2,6,117,0,-0.17,0,21,2,20,10,20,20,20,10,0,NA,NA,NA,NA,NA,NA,NA,NA,2,19,"Computer Science",5,"","","",4,4,1,"New York","10,002","17,378.00",2,7,3,"Not Sure",10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,5,0,25,10,20,20,10,15,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,4,6,4,6,6,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,40,20,20,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,NA
"1509",1843,131,10,1,18,1,5,10,5,NA,5,10,119,0,0.48,0,19,3,50,15,10,10,10,5,0,2,7,6,2,NA,1,3,7,2,19,"Computer Science",5,"","","",4,4,1,"New York","10,002","17,378.00",2,7,3,"Not Sure",10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,5,0,25,10,20,20,10,15,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,4,6,4,6,6,NA,NA,NA,NA,NA,0,6,6,6,6,6,6,6,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,40,20,20,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,NA
"1510",1844,131,10,1,18,1,5,10,3,NA,3,11,120,0,0.54,0,20,3,10,10,35,35,8,2,0,7,8,6,5,7,2,5,5,2,19,"Computer Science",5,"","","",4,4,1,"New York","10,002","17,378.00",2,7,3,"Not Sure",10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,5,0,25,10,20,20,10,15,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,4,6,4,6,6,NA,NA,NA,NA,NA,0,6,6,7,6,6,2,5,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,40,20,20,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,NA
"1511",1845,131,10,1,18,1,5,10,10,NA,10,12,121,0,0.52,0,21,2,35,15,5,30,15,0,1,7,10,10,8,10,1,9,1,2,19,"Computer Science",5,"","","",4,4,1,"New York","10,002","17,378.00",2,7,3,"Not Sure",10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,5,0,25,10,20,20,10,15,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,4,6,4,6,6,NA,NA,NA,NA,NA,0,7,5,10,6,7,2,2,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,40,20,20,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,NA
"1512",1846,131,10,1,18,1,5,10,4,NA,4,7,NA,0,-0.14,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,"Computer Science",5,"","","",4,4,1,"New York","10,002","17,378.00",2,7,3,"Not Sure",10,5,1,5,5,5,5,3,6,4,8,7,6,8,7,6,5,3,5,0,25,10,20,20,10,15,NA,NA,NA,NA,NA,NA,30,10,20,20,10,10,4,6,4,6,6,NA,NA,NA,NA,NA,0,6,6,7,6,5,2,3,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,40,20,20,10,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,NA,NA,NA,NA,NA
